lens_z,percentage_err
0.05,-0.003140399793780547
0.05075376884422111,-0.00410531424257848
0.05150753768844221,-0.003757385679668308
0.05226130653266332,-0.003231591257645569
0.05301507537688443,0.0010760842982673422
0.05376884422110553,-0.00072730687513962
0.05452261306532664,-0.004900691040077168
0.05527638190954774,-0.003347807557060455
0.05603015075376885,-0.005754054030158181
0.05678391959798995,-0.003572430494616841
0.057537688442211056,-0.0022415935486750746
0.05829145728643216,-0.0023061605409544867
0.05904522613065327,-0.0048733789077918255
0.05979899497487438,-0.005222666018477413
0.06055276381909548,0.0008756367449497975
0.061306532663316586,-0.002194187252799461
0.06206030150753769,0.0002712397735682805
0.0628140703517588,-0.0027536331344656774
0.0635678391959799,-0.0012186540979561785
0.06432160804020101,-0.0009398276214308188
0.06507537688442211,-0.0024723593849720034
0.06582914572864322,-0.0006188772853021016
0.06658291457286433,-0.001720977757766357
0.06733668341708543,-0.00046400375984975944
0.06809045226130654,-0.002816170753354701
0.06884422110552764,-0.0038312950695782388
0.06959798994974875,-0.0037151303794742533
0.07035175879396985,-0.0026835427812835024
0.07110552763819096,-0.0014213352206585354
0.07185929648241207,-0.006065148001142676
0.07261306532663317,-0.005208417755958171
0.07336683417085428,-0.005082134337658621
0.07412060301507538,-0.006064153875791111
0.07487437185929649,-0.002208754400607565
0.07562814070351759,-8.834244323758805e-05
0.0763819095477387,-8.418054244668272e-05
0.07713567839195981,-0.0025726588356051053
0.07788944723618091,-0.0015090614776321909
0.07864321608040202,-0.003434439323579219
0.07939698492462312,-0.002180993839186602
0.08015075376884423,0.0019182802860516696
0.08090452261306533,0.001984912061239264
0.08165829145728644,-0.0022301296916372145
0.08241206030150755,-0.004444820704022306
0.08316582914572865,0.002149238182054953
0.08391959798994975,0.003537203781119817
0.08467336683417086,-0.007537926161217548
0.08542713567839197,-0.0034177591597237163
0.08618090452261307,-0.005427284538311736
0.08693467336683418,-0.006646308165504227
0.08768844221105529,-0.007282799139413879
0.08844221105527639,-0.00023509160172705836
0.08919597989949749,-0.00027143321895277444
0.0899497487437186,-0.0006012204811589951
0.09070351758793971,-0.0010663756172138252
0.0914572864321608,-0.0020024582147240835
0.09221105527638192,-0.003623713132421105
0.09296482412060303,0.0014262356686699184
0.09371859296482413,-0.002268980347338233
0.09447236180904522,0.0006377244597776233
0.09522613065326634,0.0018842393177991772
0.09597989949748745,0.0014872454499999187
0.09673366834170855,-0.000660981072494657
0.09748743718592966,-0.004784511580479909
0.09824120603015077,-0.003312864436021758
0.09899497487437187,-0.004137518282021769
0.09974874371859296,0.0006608302424219416
0.10050251256281408,-0.005485598048785548
0.10125628140703519,0.0018286837691665824
0.10201005025125628,-0.0021504438661840127
0.1027638190954774,-0.0010405845117327469
0.10351758793969851,-0.0037774078579263888
0.1042713567839196,-0.0014164779425961049
0.1050251256281407,-0.0028126963378768853
0.10577889447236181,0.00035265836646121445
0.10653266331658293,-0.0005832447710086012
0.10728643216080402,0.002826050374686345
0.10804020100502514,0.0017855037022192818
0.10879396984924625,-0.003944879358427005
0.10954773869346734,-0.0057279659072209
0.11030150753768844,-0.003612888474617559
0.11105527638190955,0.0026532364026237436
0.11180904522613067,-0.005731273522649872
0.11256281407035176,-0.0011928471398807978
0.11331658291457287,-0.0026887874224035516
0.11407035175879397,-0.0004111926335924744
0.11482412060301508,-0.004046449046586517
0.1155778894472362,-0.00454536406421308
0.1163316582914573,-0.0016757670786260415
0.1170854271356784,-0.005695983206465277
0.1178391959798995,0.0029013152619858196
0.11859296482412061,0.004930615698409514
0.11934673366834171,3.8746526010580014e-05
0.12010050251256282,-0.0024290387029999244
0.12085427135678393,-0.0025347998456244384
0.12160804020100503,0.00011912448602213418
0.12236180904522614,-0.0047062805621673484
0.12311557788944724,0.002278038493332444
0.12386934673366835,0.0019718576259124786
0.12462311557788945,-0.006888045674081981
0.12537688442211056,-0.0035348304849597972
0.12613065326633166,-0.008465265128586056
0.12688442211055279,-0.001287529789510374
0.12763819095477388,-0.002672638331621072
0.12839195979899498,-0.0026493013806242
0.1291457286432161,-0.00137666722021317
0.12989949748743718,0.0016785163453860645
0.1306532663316583,-0.004444190951915859
0.13140703517587943,0.0012615635091793552
0.1321608040201005,0.007993696135082877
0.13291457286432162,0.005024393924222029
0.13366834170854272,-0.007756595800887805
0.13442211055276382,0.001712676643098065
0.13517587939698494,0.001788603462895015
0.13592964824120604,0.0015975692598376107
0.13668341708542714,-0.008428104365160224
0.13743718592964826,0.003991191827226992
0.13819095477386936,0.00573583583045003
0.13894472361809046,-0.0033238716468065536
0.13969849246231159,-0.0009696451916746331
0.14045226130653266,0.0011835403436887978
0.14120603015075378,0.0038510949027888075
0.1419597989949749,-0.005003107329247952
0.14271356783919598,0.00866298594401769
0.1434673366834171,-0.0005782254542050488
0.1442211055276382,-0.010615988320113578
0.1449748743718593,-0.009426366259754933
0.14572864321608042,0.0030973954979435594
0.14648241206030152,-0.008067250641023916
0.14723618090452262,0.0033668496987168044
0.14798994974874374,0.0020962015241783277
0.14874371859296484,0.0004965929480201957
0.14949748743718594,-0.002534209458696589
0.15025125628140706,0.005417130841512909
0.15100502512562813,0.00020209587023412392
0.15175879396984926,0.005896676197930032
0.15251256281407038,-0.0020018765779684523
0.15326633165829145,-0.010875259058655664
0.15402010050251258,0.0030642935672045863
0.15477386934673368,-0.009007813892544562
0.15552763819095478,0.0017202388637875315
0.1562814070351759,-0.0008704312040733804
0.157035175879397,0.006268292530640745
0.1577889447236181,-0.00014262433387226623
0.15854271356783922,0.0030214706360124446
0.15929648241206032,0.004496873512480032
0.16005025125628142,0.004376263374646364
0.16080402010050254,0.0012425057350895071
0.1615577889447236,-0.00379970408732365
0.16231155778894474,0.0016513938560357318
0.16306532663316586,-0.008581082714888178
0.16381909547738693,-0.008564271059281188
0.16457286432160806,0.0019328945592662428
0.16532663316582916,0.010182477683396545
0.16608040201005025,0.002103498818576169
0.16683417085427138,0.004202562775928422
0.16758793969849248,-0.010348326102938113
0.16834170854271358,-0.0006861475847065134
0.1690954773869347,0.005046123186864441
0.1698492462311558,0.007960160326980206
0.1706030150753769,-0.006512632822116561
0.17135678391959802,0.00341579199541453
0.1721105527638191,-0.0041739991105015
0.17286432160804022,-0.0019125861289172026
0.17361809045226134,-0.0028733154511114104
0.1743718592964824,-0.008746430764979688
0.17512562814070354,-0.0033377338721457908
0.17587939698492466,-0.002903007523141109
0.17663316582914573,-0.006174717861143372
0.17738693467336686,0.00030037830011406074
0.17814070351758793,0.0029262949150703293
0.17889447236180905,0.0001013726718704594
0.17964824120603018,-0.006861393607518203
0.18040201005025125,0.011075001421994395
0.18115577889447237,0.009509509868821335
0.1819095477386935,0.0035669899102629588
0.18266331658291457,0.0071001933639222685
0.1834170854271357,-0.009469094575655859
0.18417085427135682,-0.0011367920299014593
0.1849246231155779,-0.013141903205658743
0.18567839195979902,-0.00023909469673219497
0.18643216080402014,-0.007981415343735917
0.1871859296482412,0.009326527714493722
0.18793969849246234,0.005736032785346134
0.1886934673366834,-0.003052835707939263
0.18944723618090453,-0.00288483372586567
0.19020100502512566,0.006248447568294016
0.19095477386934673,0.010003825563680641
0.19170854271356785,0.00821224951527984
0.19246231155778898,0.0008318409373795385
0.19321608040201005,0.002097727472277896
0.19396984924623117,-0.00433360446470984
0.1947236180904523,-0.00020948722796263071
0.19547738693467337,-0.002038286242382197
0.1962311557788945,0.0046684745243158535
0.19698492462311562,0.005234331033422744
0.1977386934673367,0.01431068185624878
0.19849246231155782,1.6404078650186869e-06
0.19924623115577889,-0.003841205962536203
0.2,0.0005723564365037462
